final_balance,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,computed_atr_pct,stop_loss_pct_used,vol_threshold,confirmation,atr_mult,date
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0036707991173457032,1.5,0,1,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.004803354540196655,1.5,0,1,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.0046274323682961365,1.5,0,1,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.007255755655076149,1.5,0,1,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.006806333156165382,1.5,0,1,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.06256334402067469,1.5,0,1,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.041980151127618645,1.5,0,1,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.005506198676018555,1.5,0,1.5,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.007205031810294983,1.5,0,1.5,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.006941148552444204,1.5,0,1.5,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.010883633482614223,1.5,0,1.5,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.010209499734248072,1.5,0,1.5,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.09384501603101203,1.5,0,1.5,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.06297022669142796,1.5,0,1.5,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0073415982346914065,1.5,0,2,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.00960670908039331,1.5,0,2,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.009254864736592273,1.5,0,2,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.014511511310152297,1.5,0,2,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.013612666312330764,1.5,0,2,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.12512668804134938,1.5,0,2,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.08396030225523729,1.5,0,2,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.01101239735203711,1.5,0,3,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.014410063620589966,1.5,0,3,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.013882297104888409,1.5,0,3,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.021767266965228446,1.5,0,3,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.020418999468496145,1.5,0,3,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.18769003206202406,1.5,0,3,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.12594045338285592,1.5,0,3,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0036707991173457032,1.5,1,1,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.004803354540196655,1.5,1,1,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.0046274323682961365,1.5,1,1,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.007255755655076149,1.5,1,1,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.006806333156165382,1.5,1,1,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.06256334402067469,1.5,1,1,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.041980151127618645,1.5,1,1,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.005506198676018555,1.5,1,1.5,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.007205031810294983,1.5,1,1.5,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.006941148552444204,1.5,1,1.5,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.010883633482614223,1.5,1,1.5,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.010209499734248072,1.5,1,1.5,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.09384501603101203,1.5,1,1.5,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.06297022669142796,1.5,1,1.5,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0073415982346914065,1.5,1,2,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.00960670908039331,1.5,1,2,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.009254864736592273,1.5,1,2,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.014511511310152297,1.5,1,2,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.013612666312330764,1.5,1,2,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.12512668804134938,1.5,1,2,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.08396030225523729,1.5,1,2,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.01101239735203711,1.5,1,3,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.014410063620589966,1.5,1,3,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.013882297104888409,1.5,1,3,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.021767266965228446,1.5,1,3,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.020418999468496145,1.5,1,3,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.18769003206202406,1.5,1,3,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.12594045338285592,1.5,1,3,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0036707991173457032,2,0,1,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.004803354540196655,2,0,1,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.0046274323682961365,2,0,1,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.007255755655076149,2,0,1,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.006806333156165382,2,0,1,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.06256334402067469,2,0,1,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.041980151127618645,2,0,1,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.005506198676018555,2,0,1.5,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.007205031810294983,2,0,1.5,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.006941148552444204,2,0,1.5,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.010883633482614223,2,0,1.5,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.010209499734248072,2,0,1.5,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.09384501603101203,2,0,1.5,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.06297022669142796,2,0,1.5,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0073415982346914065,2,0,2,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.00960670908039331,2,0,2,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.009254864736592273,2,0,2,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.014511511310152297,2,0,2,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.013612666312330764,2,0,2,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.12512668804134938,2,0,2,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.08396030225523729,2,0,2,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.01101239735203711,2,0,3,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.014410063620589966,2,0,3,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.013882297104888409,2,0,3,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.021767266965228446,2,0,3,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.020418999468496145,2,0,3,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.18769003206202406,2,0,3,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.12594045338285592,2,0,3,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0036707991173457032,2,1,1,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.004803354540196655,2,1,1,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.0046274323682961365,2,1,1,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.007255755655076149,2,1,1,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.006806333156165382,2,1,1,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.06256334402067469,2,1,1,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.041980151127618645,2,1,1,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.005506198676018555,2,1,1.5,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.007205031810294983,2,1,1.5,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.006941148552444204,2,1,1.5,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.010883633482614223,2,1,1.5,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.010209499734248072,2,1,1.5,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.09384501603101203,2,1,1.5,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.06297022669142796,2,1,1.5,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0073415982346914065,2,1,2,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.00960670908039331,2,1,2,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.009254864736592273,2,1,2,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.014511511310152297,2,1,2,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.013612666312330764,2,1,2,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.12512668804134938,2,1,2,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.08396030225523729,2,1,2,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.01101239735203711,2,1,3,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.014410063620589966,2,1,3,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.013882297104888409,2,1,3,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.021767266965228446,2,1,3,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.020418999468496145,2,1,3,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.18769003206202406,2,1,3,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.12594045338285592,2,1,3,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0036707991173457032,3,0,1,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.004803354540196655,3,0,1,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.0046274323682961365,3,0,1,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.007255755655076149,3,0,1,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.006806333156165382,3,0,1,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.06256334402067469,3,0,1,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.041980151127618645,3,0,1,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.005506198676018555,3,0,1.5,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.007205031810294983,3,0,1.5,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.006941148552444204,3,0,1.5,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.010883633482614223,3,0,1.5,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.010209499734248072,3,0,1.5,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.09384501603101203,3,0,1.5,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.06297022669142796,3,0,1.5,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.0073415982346914065,3,0,2,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.00960670908039331,3,0,2,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.009254864736592273,3,0,2,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.014511511310152297,3,0,2,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.013612666312330764,3,0,2,2025-11-22
1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.12512668804134938,3,0,2,2025-11-23
1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.08396030225523729,3,0,2,2025-11-24
1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.01101239735203711,3,0,3,2025-11-18
1000.0,0.0,0.0,0,0.0,0.0,0.004803354540196655,0.014410063620589966,3,0,3,2025-11-19
1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.013882297104888409,3,0,3,2025-11-20
1000.0,0.0,0.0,0,0.0,0.0,0.007255755655076149,0.021767266965228446,3,0,3,2025-11-21
1000.0,0.0,0.0,0,0.0,0.0,0.006806333156165382,0.020418999468496145,3,0,3,2025-11-22
